"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"Net_231"	"Net_231"	"1"	"0.808859573798283"	"Non-non"
"INS"	"INSR"	"2"	"0.810742593151211"	"Non-non"
"INS"	"IRS1"	"3"	"0.840229022768588"	"Sig-non"
"INS"	"IRS2"	"4"	"0.841493146171979"	"Sig-non"
"INS"	"IRS4"	"5"	"0.863844802928528"	"Non-non"
"INS"	"SH2B2"	"6"	"0.866734747836826"	"Non-non"
"INS"	"SHC1"	"7"	"0.875363796773054"	"Sig-non"
"INS"	"GRB2"	"8"	"0.883931068110002"	"Non-non"
"INS"	"SOS1"	"9"	"0.894176388247746"	"Sig-non"
"INS"	"SOS2"	"10"	"0.8948116980786"	"Sig-non"
"INS"	"HRAS"	"11"	"0.901892701543582"	"Non-non"
"INS"	"KRAS"	"12"	"0.902343793907431"	"Sig-non"
"INS"	"MRAS"	"13"	"0.903588872120331"	"Non-non"
"INS"	"NRAS"	"14"	"0.903647380321939"	"Sig-non"
"INS"	"RRAS"	"15"	"0.905652622414907"	"Sig-non"
"INS"	"RRAS2"	"16"	"0.907136689263581"	"Sig-non"
"INS"	"RAF1"	"17"	"0.908762731238151"	"Non-non"
"INS"	"MAP2K1"	"18"	"0.910620652835082"	"Non-non"
"INS"	"MAP2K2"	"19"	"0.910871837888408"	"Sig-non"
"INS"	"MAPK1"	"20"	"0.913049912555318"	"Sig-non"
"INS"	"MAPK3"	"21"	"0.913683446444811"	"Sig-non"
"INS"	"PIK3C2A"	"22"	"0.914105375932793"	"Sig-non"
"INS"	"PIK3C2B"	"23"	"0.915061118205381"	"Sig-non"
"INS"	"PIK3C2G"	"24"	"0.91535219952566"	"Non-non"
"INS"	"PIK3C3"	"25"	"0.915781364702545"	"Non-non"
"INS"	"PIK3CA"	"26"	"0.920718087116527"	"Non-non"
"INS"	"PIK3CB"	"27"	"0.922489375229354"	"Non-non"
"INS"	"PIK3CD"	"28"	"0.923797118322782"	"Sig-non"
"INS"	"PIK3CG"	"29"	"0.924432606437553"	"Sig-non"
"INS"	"PIK3R1"	"30"	"0.927055522321143"	"Sig-non"
"INS"	"PIK3R2"	"31"	"0.92867403928854"	"Sig-non"
"INS"	"PIK3R3"	"32"	"0.928955761703657"	"Non-non"
"INS"	"PIK3R5"	"33"	"0.930150833818439"	"Non-non"
"INS"	"PDPK1"	"34"	"0.931041096370178"	"Non-non"
"INS"	"AKT1"	"35"	"0.931058831196123"	"Non-non"
"INS"	"AKT2"	"36"	"0.933902449046155"	"Sig-non"
