Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	plasma HDL cholesterol (HDL-C) levels	12	46.15384615384615	3.680336051727744E-13	AKT1, IRS2, MAP2K1, GRB2, STAT5A, SOS1, MAPK3, STAT5B, RAF1, SHC1, STAT1, IRS1	26	249	12971	24.042632066728455	1.3470224935474562E-10	1.3470224935474562E-10	5.067057884389214E-10
GAD_DISEASE_CLASS	CANCER	23	88.46153846153845	4.0637090938753954E-11	PIK3CG, PDK1, IRS2, MAP2K1, MAP2K2, GRB2, STAT5A, SOCS1, STAT5B, RAF1, PTPRU, STAT1, IRS1, STAT3, SRC, AKT1, MAPK1, SOS1, EPOR, JAK2, SHC1, RASA1, EPO	26	3197	12971	3.589097952407305	6.908298377794608E-10	6.908298377794608E-10	2.942330823429984E-8
GAD_DISEASE	myeloid leukemia	6	23.076923076923077	1.3637364474595073E-9	AKT1, STAT5A, STAT5B, JAK2, STAT1, STAT3	26	27	12971	110.86324786324786	4.991274190624395E-7	2.495637406729756E-7	1.877544630879413E-6
GAD_DISEASE	Abnormalities, Multiple|Heart Defects, Congenital|LEOPARD Syndrome|Noonan Syndrome|Skin Abnormalities	4	15.384615384615385	1.2601736639721617E-7	MAP2K1, MAP2K2, SOS1, RAF1	26	6	12971	332.5897435897436	4.612129540015886E-5	1.5374001492096667E-5	1.7349616163730985E-4
GAD_DISEASE	Glioma|Noonan Syndrome|Turner's phenotype, karyotype normal	4	15.384615384615385	2.20249816199584E-7	MAP2K1, MAP2K2, SOS1, RAF1	26	7	12971	285.0769230769231	8.060819257804663E-5	2.0152657330685386E-5	3.032318148021851E-4
GAD_DISEASE	thyroid cancer	6	23.076923076923077	3.4917381869616664E-6	MAPK1, RAF1, JAK2, IRS1, SRC, STAT3	26	125	12971	23.94646153846154	0.001277162140953525	2.5556301972617934E-4	0.00480719581611444
GAD_DISEASE	Breast Cancer	9	34.61538461538461	1.0487664127070874E-5	PIK3CG, MAPK1, IRS2, STAT5A, STAT5B, SHC1, JAK2, IRS1, STAT3	26	598	12971	7.508296887059429	0.003831147555053871	6.395462695482079E-4	0.014438082369916394
GAD_DISEASE_CLASS	UNKNOWN	13	50.0	1.4321067881033935E-5	PTPRC, IRS2, SOCS1, RAF1, STAT1, IRS1, STAT3, AKT1, MAPK1, SOS1, JAK2, EPOR, EPO	26	1613	12971	4.020768753874767	2.4343026332851458E-4	1.2172253985254233E-4	0.010368726043918919
GAD_DISEASE	Hepatitis C|Remission, Spontaneous	5	19.230769230769234	5.793214892102728E-5	PIK3CG, STAT5A, SOCS1, STAT1, STAT3	26	112	12971	22.271634615384617	0.020980561027458933	0.003024528399204085	0.07972946534995362
GAD_DISEASE	Type 2 Diabetes| edema | rosiglitazone	14	53.84615384615385	6.288087436824908E-5	IRS2, GRB2, STAT5B, SOCS1, RAF1, STAT1, IRS1, CISH, STAT3, AKT1, MAPK1, SOS1, JAK2, EPO	26	2198	12971	3.1776090151886325	0.022752295873041284	0.002872756170223534	0.08653744457621793
GAD_DISEASE_CLASS	METABOLIC	21	80.76923076923077	6.722124982902589E-5	PIK3CG, PDK1, IRS2, MAP2K1, MAP2K2, GRB2, STAT5A, SOCS1, STAT5B, RAF1, PTPRU, STAT1, IRS1, SRC, STAT3, AKT1, SOS1, MAPK3, JAK2, SHC1, EPO	26	5263	12971	1.9906093336646253	0.0011421469108826576	3.8086067339815344E-4	0.048661433122465514
GAD_DISEASE	Bone Mineral Density	7	26.923076923076923	1.0354489566519248E-4	AKT1, MAP2K1, MAP2K2, MAPK3, STAT1, IRS1, SRC	26	411	12971	8.496818266891259	0.03719019953046354	0.004202189764584974	0.1424627960029734
GAD_DISEASE_CLASS	PHARMACOGENOMIC	15	57.692307692307686	1.2735948388890303E-4	PIK3CG, IRS2, GRB2, STAT5B, SOCS1, RAF1, STAT1, IRS1, CISH, STAT3, AKT1, MAPK1, SOS1, JAK2, EPO	26	2717	12971	2.7542396874380675	0.0021629066506603234	5.411657948267701E-4	0.0921781763221774
GAD_DISEASE	null	9	34.61538461538461	2.5485389713275446E-4	AKT1, MAPK1, PTPRC, IRS2, SOCS1, JAK2, STAT1, IRS1, STAT3	26	936	12971	4.796967455621302	0.08906926305758389	0.009285462785764365	0.35030364766103217
GAD_DISEASE	Birth Weight|Leukemia|Leukemia, Myeloid, Acute|Precursor Cell Lymphoblastic Leukemia-Lymphoma	5	19.230769230769234	6.126673613212876E-4	STAT5A, STAT5B, SOCS1, STAT1, STAT3	26	207	12971	12.050353028613898	0.20092859834101862	0.02018486338718417	0.8402078428028759
