Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	Alzheimers disease	3	6.976744186046512	1.3076986178627486E-4	NCSTN, PSEN1, PSEN2	34	7	12971	163.5	0.02160322905400147	0.02160322905400147	0.15894135661065345
GAD_DISEASE	Alzheimer's Disease	7	16.27906976744186	1.6870539398517928E-4	NCSTN, PSEN1, PSEN2, NOTCH4, ADAM17, PSENEN, DVL1	34	333	12971	8.019519519519518	0.027782931156567492	0.013989316060199819	0.20500586130804965
GAD_DISEASE	Bone Mineral Density	7	16.27906976744186	5.225747275558477E-4	DVL2, HES1, NOTCH2, NOTCH1, DLL3, JAG1, DVL1	34	411	12971	6.497566909975669	0.0835912589585237	0.02867833791336105	0.6337650277749352
GAD_DISEASE_CLASS	DEVELOPMENTAL	12	27.906976744186046	8.28981249454836E-4	NOTCH3, NOTCH1, EP300, PSEN1, CREBBP, JAG2, DLL3, ADAM17, DLL1, JAG1, NCOR2, DVL1	34	1502	12971	3.0479360852197073	0.014816982794151001	0.014816982794151001	0.6094498965811934
GAD_DISEASE_CLASS	PSYCH	13	30.23255813953488	0.0023362059962949875	DVL2, DVL3, JAG2, JAG1, NUMBL, HES1, NOTCH3, NOTCH2, NOTCH1, PSEN1, PSEN2, NOTCH4, NCOR2	34	1974	12971	2.5124113475177303	0.04122696958690364	0.020830438374897065	1.7093087142912577
GAD_DISEASE	bronchodilator response	4	9.30232558139535	0.002760537730390993	MFNG, HDAC2, HDAC1, CREBBP	34	111	12971	13.747747747747747	0.3697554069030301	0.10900086558090905	3.306429713595227
GAD_DISEASE	early-onset familial Alzheimer's disease	2	4.651162790697675	0.005081996865492514	PSEN1, PSEN2	34	2	12971	381.5	0.5729513507646058	0.1564798324545139	6.00895869812822
GAD_DISEASE	Carcinoma, Hepatocellular|Liver carcinoma|Recurrence	2	4.651162790697675	0.007613594837776972	HDAC2, HDAC1	34	3	12971	254.33333333333331	0.7209419004584436	0.19161960562333502	8.876974017738204
GAD_DISEASE	Alzheimer's disease   	8	18.6046511627907	0.008772855229593871	NCSTN, CTBP2, APH1A, PSEN1, PSEN2, CREBBP, PSENEN, JAG1	34	950	12971	3.2126315789473683	0.7704262768431285	0.1895930287857367	10.163281685587345
GAD_DISEASE	breast cancer   	6	13.953488372093023	0.009371522948171186	NOTCH2, HDAC2, EP300, CREBBP, ADAM17, NCOR2	34	518	12971	4.418918918918919	0.792458487307007	0.1784422019619184	10.821014086684821
GAD_DISEASE	Alzheimer's disease; attention deficit disorder; conduct disorder; oppositional defiant disorder; dementia, frontotemporal	2	4.651162790697675	0.010138945806922883	PSEN1, PSEN2	34	4	12971	190.75	0.8176534106105955	0.17229130760855427	11.657686927615252
GAD_DISEASE	tetralogy of Fallot	2	4.651162790697675	0.010138945806922883	NOTCH1, JAG1	34	4	12971	190.75	0.8176534106105955	0.17229130760855427	11.657686927615252
GAD_DISEASE	Schizophrenia	7	16.27906976744186	0.013109260468496062	NOTCH3, NOTCH2, NOTCH1, PSEN1, NOTCH4, JAG2, NUMBL	34	785	12971	3.401910828025478	0.8896085788278552	0.197779912537822	14.828585493623958
GAD_DISEASE	Cleft Lip|Cleft Palate	5	11.627906976744185	0.017254983986339914	NOTCH3, JAG2, ADAM17, JAG1, DVL1	34	395	12971	4.829113924050633	0.9453460008251535	0.23221723541719874	19.079810454270852
GAD_DISEASE_CLASS	NEUROLOGICAL	14	32.55813953488372	0.019937557384063064	CTBP2, APH1A, CREBBP, JAG2, JAG1, DVL1, NCSTN, NOTCH3, HDAC1, PSEN1, PSEN2, NOTCH4, ADAM17, PSENEN	34	2890	12971	1.8480968858131486	0.304066982888767	0.11381890611069245	13.79561667494974
GAD_DISEASE	hair thickness	2	4.651162790697675	0.032588442238888564	NOTCH1, DLL1	34	13	12971	58.69230769230769	0.9960455839124571	0.3693957931094718	33.16750480005928
GAD_DISEASE	healthy oldest-old	2	4.651162790697675	0.059356843115162115	NOTCH1, DLL1	34	24	12971	31.791666666666664	0.9999635281021023	0.5443701361308279	52.49241423558644
GAD_DISEASE	Depression	3	6.976744186046512	0.059527406411497674	DVL2, PSEN1, CREBBP	34	156	12971	7.336538461538462	0.9999646160681723	0.5190968986749596	52.59708619736677
GAD_DISEASE	epithelial ovarian cancer 	3	6.976744186046512	0.06920448176428737	HDAC2, EP300, HDAC1	34	170	12971	6.7323529411764715	0.9999937097871078	0.5499670047430405	58.200619773827135
GAD_DISEASE_CLASS	CANCER	13	30.23255813953488	0.09017130494800626	NOTCH3, NOTCH2, NOTCH1, CTBP2, HDAC2, EP300, HDAC1, CREBBP, MAML2, ADAM17, JAG1, NCOR2, NUMBL	34	3197	12971	1.5512980919612136	0.8174956004225447	0.3463905320829812	50.17102380733927
