Annotation Cluster 1	Enrichment Score: 27.666800022827466											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	several psychiatric disorders	55	22.82157676	3.07E-46	"OPRM1, CCKAR, ADORA3, LHCGR, AGTR1, HTR1B, HTR1A, GALR1, GALR3, GALR2, HTR1D, HTR1F, HTR5A, HTR1E, CCKBR, HTR4, NTSR1, NTSR2, SSTR4, SSTR2, CHRM5, ADRB2, SSTR3, ADRB1, CHRM3, SSTR1, HTR7, CHRM1, HTR6, AVPR2, DRD1, ADORA2B, DRD3, ADORA2A, DRD2, NPY2R, DRD5, OPRK1, TRHR, OXTR, BDKRB1, BDKRB2, HCRTR2, HCRTR1, CNR1, ADRA2A, NPY5R, ADRA1B, AVPR1A, ADRA1A, HTR2B, HTR2C, ADRA1D, HTR2A, OPRD1"	178	299	12971	13.40432528	5.06E-43	5.06E-43	5.16E-43
GAD_DISEASE	Bulimia	40	16.59751037	4.76E-36	"OPRM1, CCKAR, DRD1, DRD3, DRD2, ADORA2A, OPRK1, NPY2R, DRD5, DRD4, ADORA1, HCRTR2, ADRB3, HCRTR1, HTR1B, HTR1A, GALR1, CNR1, CNR2, ADRA2A, MC5R, MC3R, HTR1D, HTR5A, CCKBR, NPY1R, NTSR1, NPY5R, SSTR5, ADRB2, ADRB1, HTR7, HTR6, AVPR1A, ADRA1B, MC4R, GHSR, HTR2C, OPRD1, HTR2A"	178	183	12971	15.92804077	7.84E-33	3.92E-33	8.00E-33
GAD_DISEASE	alcohol consumption	34	14.10788382	3.20E-33	"OPRM1, CCKAR, DRD1, DRD3, DRD2, OPRK1, NPY2R, DRD5, DRD4, HTR1B, HTR1A, CNR1, ADRA2A, ADRA2C, ADRA2B, CCKBR, OPRL1, NPY1R, NTSR1, NTSR2, NPY5R, ADRB2, CHRM5, CHRM4, CHRM3, CHRM2, CHRM1, AVPR1B, AVPR1A, ADRA1A, HTR2B, HTR2C, OPRD1, HTR2A"	178	130	12971	19.0585134	5.27E-30	1.76E-30	5.38E-30
GAD_DISEASE	autism	42	17.42738589	1.01E-26	"OPRM1, MCHR1, DRD1, DRD3, DRD2, ADORA2A, OPRK1, DRD5, NPY2R, DRD4, LHCGR, OXTR, HCRTR2, HCRTR1, HTR1B, PTGIR, HTR1A, CNR1, CNR2, GRPR, ADRA2A, MC3R, HTR1D, HTR5A, HTR1E, OPRL1, NPY1R, NPY5R, ADRB2, CHRM5, HTR7, HTR6, AVPR1B, MTNR1B, MC4R, AVPR1A, ADRA1B, GHSR, HTR2C, OPRD1, MTNR1A, HTR2A"	178	357	12971	8.573033708	1.67E-23	4.16E-24	1.70E-23
GAD_DISEASE_CLASS	PSYCH	86	35.6846473	2.93E-25	"OPRM1, MCHR1, CCKAR, GPR85, ADORA3, LHCGR, ADORA1, AGTR1, HTR1B, PTGIR, AGTR2, HTR1A, GALR1, GALR3, GALR2, MC5R, HTR1D, HTR5A, HTR1F, HTR1E, CCKBR, NPBWR1, HTR4, NTSR1, NTSR2, SSTR4, SSTR5, SSTR2, ADRB2, CHRM5, SSTR3, ADRB1, CHRM4, CCR5, CHRM3, SSTR1, CHRM2, HTR7, CCR3, CHRM1, HTR6, MC2R, GPR50, AVPR2, DRD1, DRD3, ADORA2B, DRD2, ADORA2A, OPRK1, DRD5, NPY2R, DRD4, TRHR, GPR65, OXTR, BDKRB1, BDKRB2, HCRTR2, HCRTR1, ADRB3, HRH1, HRH2, CNR1, CNR2, GRPR, ADRA2A, ADRA2C, MC3R, ADRA2B, OPRL1, NPY1R, NPY5R, AVPR1B, MTNR1B, MC4R, ADRA1B, AVPR1A, ADRA1A, HTR2B, GHSR, HTR2C, ADRA1D, OPRD1, HTR2A, MTNR1A"	178	1974	12971	3.174715117	5.27E-24	5.27E-24	2.16E-22
GAD_DISEASE_CLASS	CHEMDEPENDENCY	66	27.38589212	0.00719595	"F2RL2, OPRM1, OR10A5, CCKAR, ADORA3, RRH, OR11A1, OR1E1, HTR1B, HTR1A, GALR1, GALR3, GALR2, HTR5A, PTGER3, CCKBR, CMKLR1, NTSR1, NTSR2, SSTR5, ADRB2, CHRM5, CCR6, CHRM4, CHRM3, CHRM2, HTR7, CHRM1, HTR6, MC2R, PTGDR, DRD1, DRD3, DRD2, ADORA2A, OPRK1, DRD5, NPY2R, DRD4, OXTR, BDKRB2, P2RY6, CNR1, CNR2, ADRA2A, ADRA2C, ADRA2B, NPFFR1, OPRL1, NPY1R, PTGFR, NPY5R, P2RY12, OR3A3, GPR39, AVPR1B, ADRA1B, AVPR1A, ADRA1A, GHSR, HTR2B, HTR2C, ADRA1D, OPN4, OPRD1, HTR2A"	178	3639	12971	1.321646582	0.121900513	0.010774483	5.184261709
												
Annotation Cluster 2	Enrichment Score: 21.949873562696908											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	Bulimia	40	16.59751037	4.76E-36	"OPRM1, CCKAR, DRD1, DRD3, DRD2, ADORA2A, OPRK1, NPY2R, DRD5, DRD4, ADORA1, HCRTR2, ADRB3, HCRTR1, HTR1B, HTR1A, GALR1, CNR1, CNR2, ADRA2A, MC5R, MC3R, HTR1D, HTR5A, CCKBR, NPY1R, NTSR1, NPY5R, SSTR5, ADRB2, ADRB1, HTR7, HTR6, AVPR1A, ADRA1B, MC4R, GHSR, HTR2C, OPRD1, HTR2A"	178	183	12971	15.92804077	7.84E-33	3.92E-33	8.00E-33
