Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	plasma HDL cholesterol (HDL-C) levels	49	38.88888888888889	9.541218317472015E-52	MEF2C, PPARA, PPARD, E2F4, TNF, NDN, STAT5A, STAT5B, PPARG, TRIB3, FOXO1, NR3C1, SLC2A4, INS, AGT, RARA, NR1H3, KLF5, IRS4, SREBF1, CEBPA, LPL, IL6, IRS2, CEBPB, SOCS3, CEBPD, CREB1, RXRA, SCD, RXRG, UCP1, PCK2, STAT1, PPARGC1A, IRS1, ADIPOQ, PCK1, NRIP1, LEP, RETN, MEF2D, NCOA1, NCOA2, SP1, FOXC2, NCOR1, LIPE, NCOR2	121	249	12971	21.095257061303062	2.6839447127048778E-48	2.6839447127048778E-48	1.7057464033132462E-48
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	64	50.79365079365079	2.617092987656949E-44	E2F1, MEF2C, PPARA, MEF2B, MEF2A, E2F4, HNF1A, STAT5B, PPARG, FOXO1, RORA, TGFB1, CTNNB1, GATA2, WNT1, GATA3, GATA4, SERPINE1, RARA, NR2F1, TWIST1, EGR2, RXRA, RBL1, RB1, LPIN2, PPARGC1A, LPIN1, HMGA1, DDIT3, AHR, MIXL1, LPIN3, NRIP1, OSM, NCOA1, NCOA2, HIF1A, FOXC2, TNF, NDN, NR3C1, LIF, STAT6, NR1H3, BMP4, KLF5, SREBF1, CEBPA, BMP2, IL6, CEBPB, EPAS1, CEBPD, CREB1, SMAD3, IGF1, KLF15, STAT1, WWTR1, STAT3, MEF2D, SP1, EBF1	126	981	16792	8.694464669999839	5.113799697881678E-41	5.113799697881678E-41	4.4873965526039384E-41
GAD_DISEASE	Bone Mineral Density	50	39.682539682539684	3.3143504701088475E-42	E2F1, MEF2C, MEF2B, PPARA, PPARD, MEF2A, HNF1A, IL6ST, PPARG, DLK1, TGFB1, CTNNB1, WNT1, GATA2, TWIST1, WNT10B, EGR2, RBL2, RXRA, RBL1, RXRG, LIFR, PPARGC1A, IRS1, NCOA1, NCOA2, FOXC2, WNT5B, TNF, CNTFR, NR3C1, LIF, BMP4, CEBPA, BMP3, IL6, BMP2, CEBPB, FZD1, SMAD3, IGF1, FRZB, STAT1, ADIPOQ, DVL1, LEP, GH1, MEF2D, CDKN1A, SFRP4	121	411	12971	13.041161448593433	9.323267872416189E-39	4.6616339362080944E-39	5.925282501245225E-39
UP_KEYWORDS	Activator	47	37.301587301587304	1.4886996696697838E-36	E2F1, MEF2C, MEF2B, PPARA, PPARD, MEF2A, E2F4, HNF1A, STAT5A, STAT5B, PPARG, FOXO1, RORA, CTNNB1, STAT6, GATA2, GATA3, GATA4, NR1H3, NR2F1, TWIST1, SREBF1, CEBPA, KLF5, KLF6, KLF7, EGR2, CEBPB, EPAS1, CEBPD, CREB1, KLF15, STAT1, WWTR1, PPARGC1A, STAT3, AHR, DDIT3, STAT2, NRIP1, MEF2D, NCOA1, HIF1A, NCOA2, SP1, EBF1, FOXC2	126	661	20581	11.614280911557765	2.8136423756758915E-34	2.8136423756758915E-34	1.8486361999810855E-33
GAD_DISEASE	diabetes, type 2	42	33.33333333333333	1.4879771892571504E-30	PPARA, PPARD, WNT5B, HNF1A, TNF, PPARG, TRIB3, FOXO1, NR3C1, TGFB1, MIF, SLC2A4, INS, AGT, SERPINE1, NR1H3, SREBF1, KLF5, KLF6, LPL, KLF7, IL6, IRS2, SOCS3, SCD, LMNA, RXRG, IGF1, SMAD3, KLF15, UCP1, PCK2, PPARGC1A, PNPLA3, IRS1, ADIPOQ, DDIT3, PCK1, LEP, RETN, HIF1A, FOXC2	121	439	12971	10.25587831096218	4.185679833380364E-27	1.3952266111267879E-27	2.6601547667552172E-27
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	41	32.53968253968254	4.590862467348415E-30	E2F1, MEF2C, PPARA, PPARD, HNF1A, TNF, PPARG, FOXO1, RORA, TGFB1, CTNNB1, WNT1, AGT, GATA3, GATA4, RARA, NR1H3, KLF5, BMP4, KLF6, KLF7, IL6, BMP2, EGR2, CREB1, FZD1, IGF1, SMAD3, RB1, STAT1, PPARGC1A, HMGA1, STAT3, AHR, DDIT3, NRIP1, DVL1, NCOA1, HIF1A, SP1, FOXC2	126	515	16792	10.609832023424257	8.970545261198803E-27	4.485272630599401E-27	7.87171892883406E-27
UP_KEYWORDS	Transcription regulation	65	51.587301587301596	3.119791987590643E-28	E2F1, MEF2C, MEF2B, PPARA, GTF3A, PPARD, MEF2A, E2F4, HNF1A, STAT5A, STAT5B, PPARG, FOXO1, RORA, CTNNB1, GATA2, GATA3, GATA4, RARA, NR2F1, TWIST1, EGR2, RBL2, RXRA, RBL1, RXRG, RB1, LPIN2, PPARGC1A, LPIN1, HMGA1, DDIT3, AHR, MIXL1, NRIP1, NCOA1, NCOA2, HIF1A, FOXC2, NDN, TRIB3, NR3C1, STAT6, NR1H3, KLF5, SREBF1, CEBPA, KLF6, KLF7, CEBPB, EPAS1, CEBPD, CREB1, SMAD3, KLF15, WWTR1, STAT1, STAT3, STAT2, MEF2D, SP1, EBF1, ID3, NCOR1, NCOR2	126	2332	20581	4.5528227014076075	5.896406856546315E-26	2.9482034282731574E-26	3.874092620676334E-25
UP_KEYWORDS	Transcription	65	51.587301587301596	1.5283554786506794E-27	E2F1, MEF2C, MEF2B, PPARA, GTF3A, PPARD, MEF2A, E2F4, HNF1A, STAT5A, STAT5B, PPARG, FOXO1, RORA, CTNNB1, GATA2, GATA3, GATA4, RARA, NR2F1, TWIST1, EGR2, RBL2, RXRA, RBL1, RXRG, RB1, LPIN2, PPARGC1A, LPIN1, HMGA1, DDIT3, AHR, MIXL1, NRIP1, NCOA1, NCOA2, HIF1A, FOXC2, NDN, TRIB3, NR3C1, STAT6, NR1H3, KLF5, SREBF1, CEBPA, KLF6, KLF7, CEBPB, EPAS1, CEBPD, CREB1, SMAD3, KLF15, WWTR1, STAT1, STAT3, STAT2, MEF2D, SP1, EBF1, ID3, NCOR1, NCOR2	126	2398	20581	4.427515654579875	2.8885918546497843E-25	9.628639515499281E-26	1.8978799564721985E-24
GAD_DISEASE_CLASS	METABOLIC	106	84.12698412698413	8.551452786353965E-27	MEF2C, MEF2B, MEF2A, IL6ST, STAT5A, STAT5B, FOXO1, DLK1, TGFB1, CTNNB1, GATA2, WNT1, PTGIS, SLC2A4, GATA3, GATA4, SERPINE1, RARA, FAS, TWIST1, IRS4, IRS2, WNT10B, RBL2, SOCS3, RXRA, RBL1, SOCS1, LIFR, RXRG, CYP26A1, PPARGC1A, PNPLA3, IRS1, DDIT3, AHR, RETN, HIF1A, WNT5B, CNTFR, LIF, INS, ZMPSTE24, NR1H3, KLF5, BMP4, SREBF1, LPL, KLF6, BMP3, KLF7, BMP2, EPAS1, SCD, SMAD3, UCP1, KLF15, DVL1, GH1, CDKN1A, EBF1, SFRP4, NCOR1, NCOR2, E2F1, PPARA, PPARD, E2F4, HNF1A, PPARG, EGR2, RB1, LPIN2, HMGA1, LPIN1, NRIP1, NCOA1, NCOA2, FOXC2, TNF, NDN, TRIB3, SPOCK1, NR3C1, MIF, AGT, CEBPA, IL6, CEBPB, CEBPD, CREB1, LMNA, FZD1, IGF1, PCK2, FRZB, STAT1, ADIPOQ, STAT3, PCK1, LEP, MEF2D, PRLR, SP1, GDF10, LIPE	121	5263	12971	2.1590394819282595	1.5392615015437137E-25	1.5392615015437137E-25	6.303473130128955E-24
GOTERM_MF_DIRECT	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	28	22.22222222222222	9.9347132919429E-25	MEF2C, PPARA, MEF2B, MEF2A, HNF1A, E2F4, NDN, STAT5B, NR3C1, GATA2, GATA3, NR1H3, CEBPA, SREBF1, KLF5, EGR2, CEBPB, EPAS1, CEBPD, CREB1, KLF15, MIXL1, DDIT3, STAT3, MEF2D, HIF1A, EBF1, FOXC2	126	236	16881	15.895480225988699	2.9208057078312124E-22	2.9208057078312124E-22	1.3234873175042733E-21
