Net_146	Net_146	Net_146
CDC42	KDR	0.999620045356714
CDC42	PLCG1	0.999530169220466
CDC42	PLCG2	0.999896581188395
CDC42	SPHK2	0.999168699367013
CDC42	SPHK1	0.999232797842616
CDC42	PTGS2	0.999615647218324
CDC42	PLA2G2D	0.999900286667504
CDC42	PLA2G2E	0.999997414613294
CDC42	PLA2G3	0.999950333556277
CDC42	PLA2G1B	0.999111569105956
CDC42	PLA2G2A	0.999902522599076
CDC42	PLA2G4A	0.999959467083585
CDC42	PLA2G5	0.999922251489433
CDC42	PLA2G2F	0.999953153706813
CDC42	PLA2G12A	0.999876080639494
CDC42	PLA2G6	0.999851907825082
CDC42	PLA2G10	0.999945959848737
CDC42	LOC100137047-PLA2G4B	0.999994526435633
CDC42	HSPB1	0.999632602001635
CDC42	MAPKAPK3	0.998272327032112
CDC42	MAPKAPK2	0.9998073066527
CDC42	CHP	0.999641473575407
CDC42	PPP3CA	0.999526091593279
CDC42	PPP3CB	0.999921481684132
CDC42	PPP3CC	0.998393500236
CDC42	PPP3R1	0.999858876666061
CDC42	CHP2	0.999497625073625
CDC42	AKT3	0.997206249539686
CDC42	AKT1	0.999989594655118
CDC42	AKT2	0.997803961094574
CDC42	PIK3R5	0.999789211600587
CDC42	PIK3CA	0.999501616069551
CDC42	PIK3CB	0.999996935964224
CDC42	PIK3CD	0.999968867029705
CDC42	PIK3CG	0.999973329935556
CDC42	PIK3R1	0.999951523835059
CDC42	PIK3R2	0.994644481536376
CDC42	PIK3R3	0.999915895404092
CDC42	NFAT5	0.999938737004616
CDC42	NFATC1	0.99995448925512
CDC42	NFATC3	0.999782862368432
CDC42	NFATC4	0.998708152753878
CDC42	PRKCA	0.99950741567647
CDC42	PRKCB1	0.999404428287742
CDC42	PRKCG	0.99827796664671
CDC42	PTK2	0.999884575423041
CDC42	MAPK14	0.998827970510743
CDC42	MAPK11	0.999697278211607
CDC42	MAPK13	0.999856596801199
CDC42	PXN	0.999978639112094
CDC42	SH2D2A	0.999976586262275
CDC42	SRC	0.999883620931375
CDC42	SHC2	0.999936124543577
CDC42	VEGFA	0.999513979573425
CDC42	MAPK1	0.999808704423942
CDC42	MAPK3	0.999900407515117
CDC42	MAP2K1	0.99992322689893
CDC42	MAP2K2	0.99907533735565
CDC42	RAF1	0.999974366993005
CDC42	HRAS	0.999961359843055
CDC42	KRAS	0.999993185298141
CDC42	NRAS	0.999859781665025
CDC42	NOS3	0.999997825786219
CDC42	CASP9	0.999992960285478
CDC42	BAD	0.999988553091663
CDC42	RAC1	0.999824805496171
CDC42	RAC2	0.999985118592591
CDC42	RAC3	0.992881255460098
KDR	PLCG1	0.996493883654346
KDR	PLCG2	0.998932781377889
KDR	SPHK2	0.994099161262869
KDR	SPHK1	0.999217224169684
KDR	PTGS2	0.998716130652438
KDR	PLA2G2D	0.99359676363841
KDR	PLA2G2E	0.999582180196596
KDR	PLA2G3	0.999594819346457
KDR	PLA2G1B	0.996971743392498
KDR	PLA2G2A	0.9999941975745
KDR	PLA2G4A	0.999720618206384
KDR	PLA2G5	0.998533648204401
KDR	PLA2G2F	0.995911668506724
KDR	PLA2G12A	0.99949580891368
KDR	PLA2G6	0.99769233457027
KDR	PLA2G10	0.999965246679532
KDR	LOC100137047-PLA2G4B	0.999867430272264
KDR	HSPB1	0.999861697762884
KDR	MAPKAPK3	0.997995433608585
KDR	MAPKAPK2	0.999866269263183
KDR	CHP	0.99904814723716
KDR	PPP3CA	0.987243920413226
KDR	PPP3CB	0.99950006193689
