Net_85	Net_85	Net_85
SHMT1	SHMT2	0.999999999999976
SHMT1	ADH5	1
SHMT1	LPO	1
SHMT1	PRDX6	1
SHMT1	CAT	1
SHMT1	MTHFR	1
SHMT2	ADH5	0.999999999999969
SHMT2	LPO	1
SHMT2	PRDX6	1
SHMT2	CAT	0.999999783721619
SHMT2	MTHFR	1
ADH5	LPO	0.999999972968778
ADH5	PRDX6	0.999999999473822
ADH5	CAT	0.999999865275259
ADH5	MTHFR	0.99999995662771
LPO	PRDX6	0.999999938744644
LPO	CAT	0.999999999999996
LPO	MTHFR	0.999999456058153
PRDX6	CAT	0.999999999999601
PRDX6	MTHFR	0.999999929118231
CAT	MTHFR	0.999999999999994
