Net_368	Net_368	Net_368
GNAZ	GNAO1	0.993153105241868
GNAZ	GNAI3	0.982933493870339
GNAZ	GNAI2	0.9893376401973
GNAZ	GNAI1	0.995220693506595
GNAZ	KCNB1	0.989495183926887
GNAZ	KCNJ5	0.997623102526993
GNAZ	KCNJ3	0.998910444623131
GNAZ	GJB5	0.998229237191366
GNAZ	GJB3	0.996649122223117
GNAZ	GJB1	0.999418786577297
GNAZ	GJC2	0.979352335555254
GNAZ	GJA9	0.996350212587889
GNAZ	GJD2	0.995636263652357
GNAZ	GJA8	0.98907388531685
GNAZ	GJC1	0.998576506492749
GNAZ	GJA5	0.996176643004394
GNAZ	GJA4	0.964703229988182
GNAZ	GJA3	0.988517948659607
GNAZ	GJA1	0.997383670550521
GNAZ	ADRA1D	0.98960975654765
GNAZ	ADRA1B	0.99489459109743
GNAZ	ADRA1A	0.998497034044214
GNAZ	ADRB2	0.951805308161633
GNAZ	ADRB3	0.992467449724378
GNAZ	ADRB1	0.990493247475824
GNAZ	CACNA1B	0.987950663328217
GNAZ	CACNA1A	0.999697803405427
GNAZ	CACNA1S	0.996940099659865
GNAZ	CACNA1E	0.988278175120696
GNAZ	CACNA1D	0.990603264193018
GNAZ	CACNA1C	0.995449027669545
GNAZ	CHRM5	0.98937714243054
GNAZ	CHRM4	0.99477092877991
GNAZ	CHRM2	0.992468227133278
GNAZ	FXYD2	0.999255815789174
GNAZ	ATP1B3	0.997692694104547
GNAZ	ATP1B2	0.982776419849261
GNAZ	ATP1B1	0.992258618189049
GNAZ	SLC8A1	0.999142411872581
GNAZ	ATP2B1	0.996811125078429
GNAZ	ATP2B2	0.992910630005642
GNAZ	ATP2B3	0.98587310183368
GNAZ	CACNB1	0.993511145155499
GNAZ	CACNB3	0.996869192962657
GNAZ	CAMK4	0.989549570361156
GNAZ	CAMK1	0.995999104516473
GNAZ	CAMK2G	0.991715440891217
GNAZ	CAMK2B	0.993670136507348
GNAZ	CAMK2A	0.990834817742595
GNAZ	ATP2A3	0.999443911589244
GNAZ	ATP2A2	0.953366895890671
GNAZ	CASQ1	0.997572714589875
GNAZ	RYR1	0.999603952144229
GNAZ	GNA11	0.975359373127803
GNAZ	CALM3	0.999020707903759
GNAZ	ITPR3	0.999759294735375
GNAZ	ITPR2	0.993310329490351
