Net_0	Net_0	Net_0
PIP5K1B	LAT2	0.994231657873502
PIP5K1B	STAT3	0.999939721301712
PIP5K1B	BRAF	0.999741206657913
PIP5K1B	SHC1	0.996212593990595
PIP5K1B	SH3BP2	0.999944244522111
PIP5K1B	PRKCQ	0.982534767685805
PIP5K1B	MAPK1	0.999875279605477
PIP5K1B	MAPK3	0.999703517547177
PIP5K1B	MAPK4	0.999978520918453
PIP5K1B	MAPK8	0.999692927010706
PIP5K1B	GTF2I	0.999946534387573
PIP5K1B	BLNK	0.998768580252792
PIP5K1B	PILRB	0.999892991105271
PIP5K1B	HCK	0.990881200243834
PIP5K1B	HCLS1	0.997901153911966
PIP5K1B	IGHM	0.999183211864034
PIP5K1B	IKBKB	0.999747758954035
PIP5K1B	INPP5D	0.998883635321774
PIP5K1B	ITK	0.996450898814938
PIP5K1B	ITPR1	0.943630671600172
PIP5K1B	ITPR2	0.999523920085543
PIP5K1B	JUN	0.988747327072178
PIP5K1B	RHOA	0.9903807000483
PIP5K1B	LCK	0.999792346670489
PIP5K1B	LCP2	0.997272795070851
PIP5K1B	LYN	0.999935568118954
PIP5K1B	NCK1	0.999936140131102
PIP5K1B	NEDD9	0.940330507479608
PIP5K1B	NFATC1	0.994186805024938
PIP5K1B	NFATC3	0.92707608088314
PIP5K1B	NFKBIA	0.979013155209736
PIP5K1B	ATP2B4	0.992851305793798
PIP5K1B	PDK2	0.999963236269982
PIP5K1B	PDPK1	0.999771458505364
PIP5K1B	PIK3CG	0.999988364524548
PIP5K1B	PIK3R1	0.99673231638172
PIP5K1B	PIK3R2	0.996007787733687
PIP5K1B	PIP4K2A	0.999613593453048
PIP5K1B	PLCG1	0.999423988582423
PIP5K1B	PLCG2	0.995569087164922
PIP5K1B	CYCS	0.989490718243221
PIP5K1B	LIME1	0.991758034815069
PIP5K1B	BANK1	0.998000402418773
PIP5K1B	PPP3CA	0.999316187151293
PIP5K1B	PPP3CB	0.999835801853114
PIP5K1B	PPP3R1	0.999644456296811
PIP5K1B	PRKCB1	0.970427410041404
PIP5K1B	PRKCD	0.996653194168925
PIP5K1B	PRKCE	0.999877808083001
PIP5K1B	GAB2	0.868947718721927
PIP5K1B	CD81	0.957583708084236
PIP5K1B	CD79B	0.999141554366865
PIP5K1B	CD79A	0.996231826454849
PIP5K1B	CD72	0.999395387617997
PIP5K1B	CD22	0.999805423660708
PIP5K1B	CD19	0.993844003167071
PIP5K1B	MAPKAPK2	0.999102541324654
PIP5K1B	CD5	0.999965719629035
PIP5K1B	CCNE1	0.959024129277289
PIP5K1B	CCND3	0.946158077024877
PIP5K1B	CCND2	0.91744998383489
PIP5K1B	BCL10	0.999863144382269
PIP5K1B	CCNA2	0.960019460529922
PIP5K1B	CBLB	0.999438088877323
PIP5K1B	CBL	0.99994666328644
PIP5K1B	IKBKG	0.999980471193216
PIP5K1B	CASP9	0.999994031007906
PIP5K1B	CASP7	0.996583128515256
PIP5K1B	PIP4K2B	0.999569996312803
PIP5K1B	PIP5K1A	0.979644900315116
PIP5K1B	DOK3	0.999279698171158
PIP5K1B	PIP4K2C	0.998090469081627
PIP5K1B	ZAP70	0.998936356303046
PIP5K1B	WAS	0.999849570887178
PIP5K1B	VAV2	0.999917397596742
PIP5K1B	VAV1	0.999694651075606
PIP5K1B	TEC	0.99999151242381
PIP5K1B	BTK	0.992915935948377
PIP5K1B	MAP3K7	0.999953403687308
PIP5K1B	SYK	0.999469784071121
PIP5K1B	STAT1	0.996378104039351
PIP5K1B	SOS2	0.999216279552198
PIP5K1B	SOS1	0.999930432415259
PIP5K1B	BLK	0.998299212554582
PIP5K1B	GSK3B	0.999822105466746
PIP5K1B	GSK3A	0.997334034816977
PIP5K1B	MAP2K1	0.999959025718344
PIP5K1B	RAPGEF1	0.999538582888795
PIP5K1B	GRB2	0.999860681214931
PIP5K1B	BCL2	0.997205881648403
PIP5K1B	MAP2K2	0.994927634240708
PIP5K1B	PTK2	0.999969146794032
PIP5K1B	PTPN6	0.996372702244519
PIP5K1B	PTPN11	0.99939288727981
PIP5K1B	PTPRC	0.998814495848646
PIP5K1B	BAX	0.998532090714455
PIP5K1B	RAF1	0.999514816979507
PIP5K1B	RAP2A	0.999924733953719
PIP5K1B	RASA1	0.999940376119149
PIP5K1B	RB1	0.997703105970963
PIP5K1B	PLEKHA1	0.990187124424553
PIP5K1B	PRKD1	0.985396232181418
PIP5K1B	HDAC5	0.998436794007308
PIP5K1B	BCL2L11	0.999632287800213
PIP5K1B	ARPC5	0.998780428880513
PIP5K1B	ARPC4	0.999590240524164
PIP5K1B	ARPC3	0.999737197139101
PIP5K1B	ARPC1B	0.999721575533554
PIP5K1B	ACTR3	0.999679839256794
PIP5K1B	ACTR2	0.992944682695905
PIP5K1B	ARPC2	0.999791471842807
PIP5K1B	CDK2	0.999569812569951
PIP5K1B	CDK4	0.991911840356643
PIP5K1B	CDK6	0.999914702654129
PIP5K1B	CDK7	0.998556262535898
PIP5K1B	SH2B2	0.999875406073087
PIP5K1B	MAP4K1	0.999770997322798
PIP5K1B	CHUK	0.999498469076298
PIP5K1B	CR2	0.999374590381907
PIP5K1B	CREB1	0.999387600649248
PIP5K1B	ATF2	0.999873431226793
PIP5K1B	CRK	0.994966340658426
PIP5K1B	CRKL	0.999865947894396
PIP5K1B	MAPK14	0.999285075930752
PIP5K1B	CSK	0.999984544149718
PIP5K1B	CTNNB1	0.999977778707165
PIP5K1B	DOK1	0.99916237237145
PIP5K1B	DUSP4	0.999734107282067
PIP5K1B	DUSP6	0.998604261373181
PIP5K1B	ELK1	0.999753565854334
PIP5K1B	AKT1	0.999959725430358
PIP5K1B	PTK2B	0.998429224659153
PIP5K1B	FCGR2B	0.999961255642801
PIP5K1B	FOXO1	0.949300180868756
PIP5K1B	PIP5K1C	0.997157667750593
PIP5K1B	FYN	0.950575842219037
PIP5K1B	GAB1	0.999989273682743
PIP5K1B	STAP1	0.999847677506318
PIP5K1B	PTPN18	0.99645996149167
PIP5K1B	DAPP1	0.99999469401445
PIP5K1B	RPS6KB1	0.997992347066809
PIP5K1B	RPS6	0.999971972283857
PIP5K1B	RPS6KA1	0.99878873758501
PIP5K1B	REL	0.999993285484682
PIP5K1B	RELA	0.999800926577313
PIP5K1B	BCL6	0.996358604735187
LAT2	STAT3	0.999965079231988
LAT2	BRAF	0.999747983314371
LAT2	SHC1	0.999738467544918
LAT2	SH3BP2	0.999961928811281
LAT2	PRKCQ	0.999561126579085
LAT2	MAPK1	0.999891023325439
LAT2	MAPK3	0.99991422355448
LAT2	MAPK4	0.999989358174145
LAT2	MAPK8	0.999545118409185
LAT2	GTF2I	0.999993943815512
LAT2	BLNK	0.999971718960049
LAT2	PILRB	0.999986409293235
LAT2	HCK	0.809842541068113
LAT2	HCLS1	0.960485314205935
LAT2	IGHM	0.999982148984401
LAT2	IKBKB	0.999907374314536
LAT2	INPP5D	0.987919110290051
LAT2	ITK	0.992268563682642
LAT2	ITPR1	0.998436802922878
LAT2	ITPR2	0.998590797322838
LAT2	JUN	0.994174332019192
LAT2	RHOA	0.994029803011987
LAT2	LCK	0.995053280520343
LAT2	LCP2	0.932313668428398
LAT2	LYN	0.999118788764034
LAT2	NCK1	0.999853881810398
