"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"Net_184"	"Net_184"	"1"	"0.658499669753869"	"Non-non"
"MAPK14"	"MAPK11"	"2"	"0.724606663697289"	"Sig-non"
"MAPK14"	"MAPK13"	"3"	"0.743492152313155"	"Sig-non"
"MAPK14"	"JUN"	"4"	"0.748740809794642"	"Sig-non"
"MAPK14"	"MAPK8"	"5"	"0.78225548350398"	"Non-non"
"MAPK14"	"MAPK9"	"6"	"0.803425504348652"	"Sig-non"
"MAPK14"	"MAPK10"	"7"	"0.817143845715907"	"Sig-non"
"MAPK14"	"MAP2K4"	"8"	"0.833018335350259"	"Sig-non"
"MAPK14"	"CHUK"	"9"	"0.838634746915741"	"Non-non"
"MAPK14"	"IKBKG"	"10"	"0.843735626449029"	"Non-non"
"MAPK14"	"IKBKB"	"11"	"0.862016568773727"	"Non-non"
"MAPK14"	"NFKBIA"	"12"	"0.863829582483359"	"Sig-non"
"MAPK14"	"TCIRG1"	"13"	"0.865450241357789"	"Non-non"
"MAPK14"	"ATP6V0E2"	"14"	"0.866752365992445"	"Sig-non"
"MAPK14"	"ATP6V0A2"	"15"	"0.872494063321684"	"Sig-non"
"MAPK14"	"ATP6V0A4"	"16"	"0.872664591366934"	"Sig-non"
"MAPK14"	"ATP6V1D"	"17"	"0.880428878634026"	"Sig-non"
"MAPK14"	"ATP6V1H"	"18"	"0.880430184395139"	"Non-non"
"MAPK14"	"ATP6V1A"	"19"	"0.881795270648981"	"Non-non"
"MAPK14"	"ATP6V1B1"	"20"	"0.892800660112444"	"Non-non"
"MAPK14"	"ATP6V1B2"	"21"	"0.89379501606018"	"Sig-non"
"MAPK14"	"ATP6V0C"	"22"	"0.898074195555813"	"Non-non"
"MAPK14"	"ATP6V1C1"	"23"	"0.901236543840298"	"Sig-non"
"MAPK14"	"ATP6V1E1"	"24"	"0.903462268932651"	"Sig-non"
"MAPK14"	"ATP6V0B"	"25"	"0.904317626681528"	"Non-non"
"MAPK14"	"ATP6V1G2"	"26"	"0.907865710248592"	"Non-non"
"MAPK14"	"ATP6V0A1"	"27"	"0.908233926881755"	"Sig-non"
"MAPK14"	"ATP6AP1"	"28"	"0.911881904107292"	"Non-non"
"MAPK14"	"ATP6V0E1"	"29"	"0.912194640978021"	"Sig-non"
"MAPK14"	"ATP6V1F"	"30"	"0.913727427616842"	"Sig-non"
"MAPK14"	"ATP6V1G1"	"31"	"0.914258788182574"	"Non-non"
"MAPK14"	"CASP3"	"32"	"0.914462847564778"	"Sig-non"
"MAPK14"	"PAK1"	"33"	"0.915657540863411"	"Sig-non"
"MAPK14"	"NFKB1"	"34"	"0.919123315056056"	"Sig-non"
"MAPK14"	"RELA"	"35"	"0.920087346821155"	"Non-non"
"MAPK14"	"CCL5"	"36"	"0.923162952440301"	"Sig-non"
"MAPK14"	"CXCL1"	"37"	"0.92437735393001"	"Non-non"
"MAPK14"	"IL8"	"38"	"0.924736662957079"	"Sig-non"
"MAPK14"	"CDC42"	"39"	"0.926454229961273"	"Sig-non"
"MAPK14"	"RAC1"	"40"	"0.928962690946876"	"Sig-non"
"MAPK14"	"MAP3K14"	"41"	"0.930615996650381"	"Sig-non"
"MAPK14"	"MET"	"42"	"0.931213738549778"	"Sig-non"
"MAPK14"	"F11R"	"43"	"0.931422639987727"	"Sig-non"
"MAPK14"	"JAM2"	"44"	"0.93220555589834"	"Sig-non"
