"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"Net_218"	"Net_218"	"1"	"0.708420301968667"	"Non-non"
"MAP3K5"	"MAP2K4"	"2"	"0.797832419193383"	"Sig-non"
"MAP3K5"	"MAP2K7"	"3"	"0.818436047115273"	"Sig-non"
"MAP3K5"	"MAPK8"	"4"	"0.818937427859558"	"Non-non"
"MAP3K5"	"BCL2"	"5"	"0.824937138497875"	"Sig-non"
"MAP3K5"	"FADD"	"6"	"0.832350794096044"	"Sig-non"
"MAP3K5"	"CASP8"	"7"	"0.834235732435778"	"Sig-non"
"MAP3K5"	"CASP10"	"8"	"0.843740885741528"	"Non-non"
"MAP3K5"	"DIABLO"	"9"	"0.843770464878944"	"Sig-non"
"MAP3K5"	"APAF1"	"10"	"0.848736238773677"	"Non-non"
"MAP3K5"	"CASP9"	"11"	"0.855486760893776"	"Non-non"
"MAP3K5"	"CASP7"	"12"	"0.855724661396469"	"Sig-non"
"MAP3K5"	"CASP3"	"13"	"0.858564606828689"	"Sig-non"
"MAP3K5"	"CASP6"	"14"	"0.861916688881836"	"Sig-non"
"MAP3K5"	"RELA"	"15"	"0.864237679008727"	"Non-non"
"MAP3K5"	"BIRC2"	"16"	"0.866460824452658"	"Non-non"
"MAP3K5"	"BIRC3"	"17"	"0.867232497968547"	"Non-non"
"MAP3K5"	"XIAP"	"18"	"0.867534526980147"	"Sig-non"
"MAP3K5"	"NAIP"	"19"	"0.87295295294757"	"Sig-non"
"MAP3K5"	"RELB"	"20"	"0.877209312847126"	"Sig-non"
"MAP3K5"	"NFKB1"	"21"	"0.877273342785222"	"Sig-non"
"MAP3K5"	"NFKB2"	"22"	"0.879449167277106"	"Non-non"
"MAP3K5"	"REL"	"23"	"0.881147840802592"	"Non-non"
"MAP3K5"	"TNFRSF1A"	"24"	"0.883776575618381"	"Sig-non"
"MAP3K5"	"TRADD"	"25"	"0.885179041679292"	"Sig-non"
"MAP3K5"	"RIPK1"	"26"	"0.888148999220097"	"Sig-non"
"MAP3K5"	"TNFRSF1B"	"27"	"0.889826432392919"	"Sig-non"
"MAP3K5"	"TRAF2"	"28"	"0.894474488474171"	"Sig-non"
"MAP3K5"	"MAP3K14"	"29"	"0.895701609694831"	"Sig-non"
"MAP3K5"	"MAP4K4"	"30"	"0.895720924492944"	"Sig-non"
"MAP3K5"	"CHUK"	"31"	"0.895813291965561"	"Non-non"
"MAP3K5"	"IKBKB"	"32"	"0.897030673846828"	"Non-non"
"MAP3K5"	"IKBKE"	"33"	"0.899171408351328"	"Sig-non"
"MAP3K5"	"IKBKG"	"34"	"0.900782399805046"	"Non-non"
"MAP3K5"	"TNFSF12"	"35"	"0.901099007498805"	"Sig-non"
"MAP3K5"	"TNFRSF25"	"36"	"0.904963908019195"	"Sig-non"
"MAP3K5"	"TNFSF10"	"37"	"0.906901213020821"	"Sig-non"
