Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	Acquired Immunodeficiency Syndrome|Disease Progression	27	0.42446156264738255	3.7128914555861967E-20	ACADSB, CPT2, EHHADH, ECHS1, ACAT2, ACAT1, HADHA, ALDH3A2, HADHB, ACOX3, ACSL1, HSD17B4, HADH, ACSL5, CPT1C, GCDH, ACAA2, CPT1B, ACADM, ACADS, ACADL, CPT1A, ALDH7A1, ALDH1B1, ALDH2, ALDH9A1, ACAA1	43	909	12971	8.959935528436565	1.1212932195870314E-17	1.1212932195870314E-17	4.966571825159121E-17
GAD_DISEASE	drug-related genes 	14	0.22009118063197614	2.6650316087685075E-14	HSD17B10, ADH1C, ADH6, ADH1B, ADH1A, ADH7, ALDH3A2, ALDH3A1, CYP4A11, ALDH1B1, ALDH1A3, ADH4, ALDH2, ALDH9A1	43	197	12971	21.437138472435368	8.046896482483135E-12	4.023448241241567E-12	3.5638159090467525E-11
GAD_DISEASE_CLASS	INFECTION	29	0.455903159880522	6.000036910188628E-13	ACADSB, CPT2, EHHADH, ADH1C, ADH1B, ECHS1, ACAT2, ACAT1, HADHA, ALDH3A2, HADHB, ACOX3, ACSL1, HSD17B4, HADH, ACSL5, CPT1C, GCDH, ACAA2, CPT1B, ACADM, ACADS, ACADL, CPT1A, ALDH7A1, ALDH1B1, ALDH2, ALDH9A1, ACAA1	43	2154	12971	4.061227354192309	1.0199396882626388E-11	1.0199396882626388E-11	4.3440806507533125E-10
GAD_DISEASE	drug dependence	6	0.09432479169941833	5.815147201035217E-12	ADH1C, ADH5, ADH6, ADH1B, ADH1A, ADH7	43	7	12971	258.5581395348837	1.7561680998312568E-9	5.853894036178531E-10	7.778644395273204E-9
GAD_DISEASE	Alcoholism|Diseases in Twins|Flushing	5	0.07860399308284861	4.7360409741093E-10	ADH4, ADH1C, ADH5, ALDH2, ADH1B	43	5	12971	301.65116279069764	1.4302841133684296E-7	3.575710472158988E-8	6.335193258877325E-7
GAD_DISEASE	Coronary Disease|Coronary heart disease|Diabetes mellitus	5	0.07860399308284861	4.7360409741093E-10	ALDH1B1, ADH1C, ALDH2, ADH1B, ADH7	43	5	12971	301.65116279069764	1.4302841133684296E-7	3.575710472158988E-8	6.335193258877325E-7
GAD_DISEASE	alcohol dependence	7	0.11004559031598807	1.7143437293404516E-9	ADH1C, ADH5, ALDH2, ADH6, ADH1B, ADH1A, ADH7	43	37	12971	57.069138906348215	5.177316874105387E-7	1.0354635893161657E-7	2.2932023502342247E-6
GAD_DISEASE_CLASS	PHARMACOGENOMIC	27	0.42446156264738255	9.572217762024014E-9	HSD17B10, CPT2, ADH1C, ECHS1, ADH6, ADH1B, ADH7, ADH1A, ACAT2, ACAT1, ALDH3A2, ALDH3A1, ALDH1A3, ADH4, HSD17B4, CPT1C, GCDH, CPT1B, ACADM, ACADS, ACADL, CPT1A, CYP4A11, ALDH1B1, ALDH2, ALDH9A1, ACAA1	43	2717	12971	2.997637613304688	1.6272769010061694E-7	8.136384832546639E-8	6.9307775851790154E-6
GAD_DISEASE	Alcoholic Intoxication, Chronic|Drug Allergy	4	0.0628831944662789	1.2599477164867128E-7	ALDH1B1, ADH1C, ALDH2, ADH1B	43	4	12971	301.65116279069764	3.8049699516928825E-5	6.341717128766078E-6	1.6853754073453686E-4
GAD_DISEASE	alcohol consumption	8	0.1257663889325578	1.7401261128867338E-7	ADH4, ADH1C, ADH5, ALDH2, ADH6, ADH1B, ADH1A, ADH7	43	130	12971	18.56314847942755	5.2550432368736466E-5	7.5073737039188515E-6	2.3276877665345808E-4
GAD_DISEASE	plasma HDL cholesterol (HDL-C) levels	9	0.1414871875491275	1.1064995286774609E-6	ACADVL, CYP4A11, ACOX1, CPT1B, ACSL1, ACADM, EHHADH, ACAT2, ACADL	43	249	12971	10.903054076772206	3.341072162827974E-4	4.1769507946542994E-5	0.001480105685813804
GAD_DISEASE	Head and Neck Neoplasms	5	0.07860399308284861	1.143289152246554E-6	ADH4, ADH1C, ALDH2, ADH1B, ADH7	43	25	12971	60.330232558139535	3.452139213072636E-4	3.836298871617849E-5	0.001529316864279373
GAD_DISEASE	hearing loss	6	0.09432479169941833	8.457577331715818E-6	CYP4A11, ADH4, ADH1C, ADH5, ADH1B, ADH7	43	87	12971	20.80352846832398	0.0025509399641593378	2.5538729864615917E-4	0.011312737632440673
GAD_DISEASE	medicamentosa-like dermatitis, trichloroethylene	3	0.04716239584970917	3.06441131427218E-5	ADH1C, ALDH2, ADH1B	43	3	12971	301.65116279069764	0.009211971371093974	8.409792667606331E-4	0.04098351176914372
GAD_DISEASE	Carcinoma, Squamous Cell|Mouth Neoplasms|Pharyngeal Neoplasms|Squamous cell carcinoma	3	0.04716239584970917	3.06441131427218E-5	ADH1C, ALDH2, ADH1B	43	3	12971	301.65116279069764	0.009211971371093974	8.409792667606331E-4	0.04098351176914372
GAD_DISEASE	alcohol abuse cirrhosis, alcoholic pancreatitis, chronic	3	0.04716239584970917	3.06441131427218E-5	ADH1C, ALDH2, ADH1B	43	3	12971	301.65116279069764	0.009211971371093974	8.409792667606331E-4	0.04098351176914372
GAD_DISEASE	Alcoholic Liver Diseases|Alcoholism|Liver Diseases, Alcoholic	3	0.04716239584970917	6.116223151429077E-5	ADH1C, ALDH2, ADH1B	43	4	12971	226.23837209302326	0.01830200514012781	0.0015381124576789862	0.08178307223984937
GAD_DISEASE	Alcoholism|Bone necrosis|Liver Cirrhosis|Osteonecrosis|Pancreatitis, Alcoholic	3	0.04716239584970917	6.116223151429077E-5	ADH1C, ALDH2, ADH1B	43	4	12971	226.23837209302326	0.01830200514012781	0.0015381124576789862	0.08178307223984937
GAD_DISEASE	cirrhosis; pancreatitis; esophageal cancer	3	0.04716239584970917	6.116223151429077E-5	ADH1C, ALDH2, ADH1B	43	4	12971	226.23837209302326	0.01830200514012781	0.0015381124576789862	0.08178307223984937
GAD_DISEASE	alcohol	5	0.07860399308284861	7.047687747668525E-5	ADH4, ADH1C, ALDH2, ADH1B, ADH1A	43	69	12971	21.8587799123694	0.02105984502534808	0.0016359501452969383	0.09423271884513307
GAD_DISEASE	alcohol dependency	3	0.04716239584970917	1.5227773448492045E-4	ADH1C, ALDH2, ADH1B	43	6	12971	150.82558139534882	0.04494980305312235	0.0032797083705997654	0.2035033983629586
