Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	Type 2 diabetes	18	43.90243902439025	1.133228529570001E-16	PRKCZ, IRS2, TNF, PDX1, PRKCD, ADIPOQ, KCNJ11, IRS1, SLC2A4, INS, SLC2A2, PKLR, CACNA1G, PIK3CA, CACNA1E, MAPK8, INSR, ABCC8	41	360	12971	15.81829268292683	1.468825061579082E-13	1.468825061579082E-13	1.7763568394002505E-13
GAD_DISEASE	diabetes, type 2	19	46.34146341463415	1.3216889491854598E-16	PRKCZ, IRS2, TNF, SOCS2, PIK3CB, SOCS3, PDX1, ADIPOQ, KCNJ11, IRS1, SLC2A4, INS, SLC2A2, PKLR, IKBKB, CACNA1D, INSR, ABCC8, PIK3R1	41	439	12971	13.692371798433246	1.468825061579082E-13	7.349676423018536E-14	1.7763568394002505E-13
GAD_DISEASE	BMI- Edema rosiglitazone or pioglitazone	11	26.82926829268293	6.554444374183157E-13	PIK3CG, TNF, PIK3CB, INS, PIK3CD, PKLR, PIK3CA, ABCC8, IRS1, INSR, PIK3R1	41	107	12971	32.52359243218601	8.671943163562901E-10	2.8906477211876336E-10	1.072553157399625E-9
GAD_DISEASE	plasma HDL cholesterol (HDL-C) levels	13	31.70731707317073	6.671327136357723E-12	IRS4, IRS2, TNF, SLC2A4, SOCS3, INS, MAPK3, PIK3CA, IRS1, ADIPOQ, INSR, PIK3R1, PIK3R2	41	249	12971	16.51709276128906	8.826169795028704E-9	2.206542393246025E-9	1.0916256787396605E-8
GAD_DISEASE	HIV	12	29.268292682926827	2.129658112079513E-11	PIK3CG, MAPK1, TNF, PIK3CB, PIK3CD, PIK3CA, MAPK9, MAPK8, PIK3R5, MAPK10, IKBKB, PIK3R1	41	208	12971	18.25187617260788	2.8175442534639217E-8	5.635088617950146E-9	3.4847558172401705E-8
GAD_DISEASE_CLASS	METABOLIC	35	85.36585365853658	8.711267612409926E-9	PRKCZ, TNF, PDX1, KCNJ11, SLC2A4, INS, SLC2A2, PIK3CA, PIK3R5, INSR, PIK3R1, PIK3R2, PIK3CG, IRS4, IRS2, SOCS2, SOCS3, PIK3CB, PIK3CD, SOCS1, MAPK10, PRKCE, PRKCD, IRS1, ADIPOQ, MAPK3, PKLR, CACNA1G, CACNA1E, MAPK8, MAFA, CACNA1C, IKBKB, CACNA1D, ABCC8	41	5263	12971	2.1038960437105794	1.568028050735748E-7	1.568028050735748E-7	6.421276133039555E-6
GAD_DISEASE	Diabetes mellitus|Diabetes mellitus type II|Diabetes Mellitus, Type 2	7	17.073170731707318	9.45462329142033E-9	TNF, PKLR, PDX1, ABCC8, IRS1, ADIPOQ, KCNJ11	41	51	12971	43.42276422764228	1.2508388463117193E-5	2.084742275809681E-6	1.54705481869577E-5
GAD_DISEASE	Diabetes, Gestational	6	14.634146341463413	1.0930973811961927E-8	INS, PDX1, ABCC8, IRS1, ADIPOQ, KCNJ11	41	25	12971	75.92780487804878	1.4461573837332153E-5	2.0659519240906477E-6	1.7886292180691044E-5
GAD_DISEASE_CLASS	PHARMACOGENOMIC	26	63.41463414634146	1.3960229204954216E-8	IRS4, PIK3CG, PRKCZ, IRS2, TNF, SOCS2, PIK3CB, SOCS1, PIK3CD, PDX1, PRKCD, ADIPOQ, KCNJ11, IRS1, MAPK1, SLC2A4, INS, SLC2A2, PKLR, PIK3CA, MAPK8, IKBKB, CACNA1C, ABCC8, INSR, PIK3R1	41	2717	12971	3.027424436923795	2.512840956425677E-7	1.2564205575937848E-7	1.0290406537993846E-5
GAD_DISEASE	Type 2 Diabetes| edema | rosiglitazone	23	56.09756097560976	4.896827410984476E-8	IRS4, PRKCZ, IRS2, TNF, SOCS2, PIK3CB, SOCS1, PIK3CD, PDX1, PRKCD, ADIPOQ, KCNJ11, IRS1, MAPK1, SLC2A4, INS, SLC2A2, PIK3CA, MAPK8, CACNA1C, ABCC8, INSR, PIK3R1	41	2198	12971	3.31047071617213	6.478292971889843E-5	8.098095738207078E-6	8.012649365118918E-5
