Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	HIV	7	12.068965517241379	1.396144893779598E-4	PLA2G4A, PLA2G2A, PLA2G2E, PLA2G3, PLA2G2D, PLA2G4B, PLA2G2F	51	208	12971	8.559294871794872	0.025499730742938542	0.025499730742938542	0.17261944305501098
GAD_DISEASE	Type 2 Diabetes| edema | rosiglitazone	20	34.48275862068966	3.028767135955462E-4	PLD2, PLD1, ACHE, CDIPT, CHKB, CDS1, CDS2, PLA2G4A, DGKB, LCAT, PLA2G12A, PEMT, PLA2G1B, PLA2G2A, ETNK1, PLA2G6, PCYT1B, PLA2G4B, CHAT, PLA2G5	51	2198	12971	2.314225053078556	0.05449932705751459	0.02763141096470756	0.37412953012686545
GAD_DISEASE	orofacial clefts	3	5.172413793103448	9.377339668096838E-4	CHKA, PEMT, PCYT1A	51	12	12971	63.58333333333333	0.1593351180935184	0.05621232440210555	1.1541678729410365
GAD_DISEASE_CLASS	PHARMACOGENOMIC	21	36.206896551724135	0.001661078460008197	PLD2, PLD1, ACHE, CDIPT, CHKB, CDS1, CDS2, PLA2G4A, DGKB, LCAT, PLA2G12A, PEMT, PLA2G1B, PLA2G2A, ETNK1, PLA2G6, ETNK2, PCYT1B, PLA2G4B, CHAT, PLA2G5	51	2717	12971	1.9657710710342289	0.029480974204817767	0.029480974204817767	1.217959403428448
GAD_DISEASE	cholesterol, LDL sPLA2-IIA mass	2	3.4482758620689653	0.0076949427603861635	PLA2G2A, PLA2G5	51	2	12971	254.33333333333331	0.7604683677360506	0.3004146304494264	9.11580880781897
GAD_DISEASE_CLASS	PSYCH	14	24.137931034482758	0.0331128337497152	PLD2, PLD1, ACHE, DGKH, DGKI, PLA2G4A, LCAT, PLA2G1B, PLA2G2A, PEMT, PLA2G6, GNPAT, PLA2G2D, CHAT	51	1974	12971	1.8037825059101658	0.4545382220342221	0.26144615770698343	21.98077772471283
GAD_DISEASE_CLASS	METABOLIC	28	48.275862068965516	0.03756209437939434	ACHE, PGS1, CHKB, DGKB, DGKD, DGKG, LCAT, PEMT, PLA2G1B, PHOSPHO1, AGPAT4, AGPAT3, CHAT, AGPAT1, GPD2, PLD1, DGKH, DGKI, CHPT1, PNPLA3, PLA2G4A, PLA2G2A, PLA2G6, PLA2G2E, GPAM, PLA2G2D, PLA2G5, PLA2G2F	51	5263	12971	1.353093926151118	0.4979939531073093	0.205239423445981	24.588691157376587
GAD_DISEASE	Fatty Liver|Metabolic Syndrome X	2	3.4482758620689653	0.052660727627220745	PEMT, PNPLA3	51	14	12971	36.333333333333336	0.9999549675903058	0.8648845421063291	48.79838534836583
GAD_DISEASE_CLASS	INFECTION	14	24.137931034482758	0.060809833737862216	GPD2, PGS1, CRLS1, PISD, DGKI, PLA2G4A, PLA2G2A, PLA2G3, PLA2G2E, GPAM, PLA2G4B, PLA2G2D, CHAT, PLA2G2F	51	2154	12971	1.653048591767255	0.6767312975138409	0.24596602426874425	37.026180781842434
GAD_DISEASE	Bipolar Disorder	5	8.620689655172415	0.07113319358354364	PLA2G4A, PLA2G1B, DGKH, PLA2G2D, CHAT	51	407	12971	3.124488124488124	0.9999988213441171	0.8972225500510832	59.87070949671851
GAD_DISEASE	von Willebrand Factor	2	3.4482758620689653	0.07796210002690962	GPD2, ETNK1	51	21	12971	24.22222222222222	0.9999996990301525	0.882952962269421	63.37248574571757
