Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	drug-related genes 	37	0.5429997064866452	5.771566734671256E-61	ABCA8, ABCA7, ABCD1, ABCA2, ABCA1, ABCA4, ABCA3, ABCA6, ABCA5, TAP2, TAP1, ABCD2, ABCD3, ABCB10, ABCD4, ABCB9, ABCB8, ABCB11, ABCC10, CFTR, ABCB1, ABCB7, ABCB6, ABCG4, ABCG1, ABCG2, ABCB4, ABCG8, ABCC9, ABCG5, ABCC3, ABCC4, ABCC1, ABCC2, ABCC8, ABCC5, ABCC6	43	197	12971	56.655294534293475	4.311360350799428E-58	4.311360350799428E-58	8.779572585103084E-58
GAD_DISEASE_CLASS	PHARMACOGENOMIC	37	0.5429997064866452	3.9318113844169623E-19	ABCA8, ABCA7, ABCD1, ABCA2, ABCA1, ABCA4, ABCA3, ABCA6, ABCA5, TAP2, TAP1, ABCD2, ABCD3, ABCB10, ABCD4, ABCB9, ABCB8, ABCB11, ABCC10, CFTR, ABCB1, ABCB7, ABCB6, ABCG4, ABCG1, ABCG2, ABCB4, ABCG8, ABCC9, ABCG5, ABCC3, ABCC4, ABCC1, ABCC2, ABCC8, ABCC5, ABCC6	43	2717	12971	4.107873766380498	7.077260491950533E-18	7.077260491950533E-18	2.8982288780167014E-16
GAD_DISEASE_CLASS	OTHER	22	0.3228646903434106	2.7799423890315894E-9	ABCA7, ABCB11, ABCD1, ABCB1, CFTR, ABCA1, ABCA4, ABCA3, ABCG1, ABCA6, ABCG2, ABCA5, ABCB4, TAP2, TAP1, ABCC3, ABCC4, ABCC1, ABCC2, ABCC8, ABCC5, ABCC6	43	1595	12971	4.160705693664796	5.0038961751930344E-8	2.5019481153520928E-8	2.0491596530725076E-6
GAD_DISEASE	Adenocarcinoma|Pancreatic Neoplasms	7	0.1027296742001761	1.6295611589228687E-8	ABCC3, ABCC4, ABCC1, ABCB1, ABCC2, ABCC5, ABCG2	43	53	12971	39.84071961386574	1.2172747904104497E-5	6.086392474125013E-6	2.4788501151729037E-5
GAD_DISEASE	Chronic renal failure|Kidney Failure, Chronic	16	0.2348106838861168	6.666051204480936E-8	ABCB11, ABCB1, ABCA1, ABCA4, ABCG1, ABCB4, ABCG2, ABCG8, ABCG5, TAP2, ABCC3, ABCC4, ABCC1, ABCC2, ABCC5, ABCC6	43	905	12971	5.333059231658743	4.9794164352578996E-5	1.6598330287220797E-5	1.0140236669231584E-4
GAD_DISEASE	nelfinavir pharmacokinetics	4	0.0587026709715292	1.2599477164867128E-7	ABCC1, ABCB1, ABCC2, ABCG2	43	4	12971	301.65116279069764	9.411367135681026E-5	2.3529248264431146E-5	1.9166013376370472E-4
GAD_DISEASE	Atherosclerosis|Hyperlipidemias	4	0.0587026709715292	1.2599477164867128E-7	ABCG8, ABCG5, ABCA1, ABCG1	43	4	12971	301.65116279069764	9.411367135681026E-5	2.3529248264431146E-5	1.9166013376370472E-4
GAD_DISEASE	Lung Cancer	13	0.19078368065746992	2.3397556121958487E-7	ABCG8, ABCA7, ABCB11, ABCC3, ABCC4, ABCC1, ABCB1, CFTR, ABCC2, ABCA1, ABCA6, ABCA5, ABCG2	43	593	12971	6.612925997097925	1.7476449161435426E-4	3.4955341989273414E-5	3.5591757010511316E-4
GAD_DISEASE	bilirubin indinavir oral clearance lamivudine-triphosphate concentration zidovudine-triphosphate concentration	4	0.0587026709715292	3.1427652307180247E-7	ABCC4, ABCB1, ABCC2, ABCG2	43	5	12971	241.32093023255814	2.3473704454013422E-4	3.9126667797373393E-5	4.7806904271974204E-4
GAD_DISEASE	lung cancer 	12	0.1761080129145876	4.954435699921167E-7	ABCG8, ABCA7, ABCB11, ABCC3, ABCC4, ABCC1, ABCB1, ABCC2, ABCA1, ABCA6, ABCA5, ABCG2	43	516	12971	7.015143320713899	3.700279611931201E-4	5.2869522133569546E-5	7.536545396535921E-4
